booking_id,customer_id,driver_id,booking_time,pickup_location,drop_location,city,vehicle_type,payment_method,distance_km,trip_duration_min,base_fare,surge_multiplier,traffic_level,weather_condition,ride_status,cancelled_by,driver_delay_min
B03236,C0104,D0005,2026-03-23 20:48:00,Rohini,Noida Sector 18,Delhi,Cab,UPI,2.98,6.6,131.72,1.08,Low,Clear,Completed,Unknown,5.9
B03237,C0068,D0070,2026-01-22 03:09:00,Kukatpally,Ameerpet,Hyderabad,Bike,UPI,5.37,15.4,72.22,1.22,Medium,Rain,Cancelled,Customer,4.9
B03238,C0327,D0053,2026-01-04 20:14:00,Kukatpally,Gachibowli,Hyderabad,Bike,Cash,8.4,15.8,90.4,1.0,Low,Clear,Completed,Unknown,7.2
B03239,C0087,D0102,2026-01-03 09:35:00,Whitefield,Electronic City,Bengaluru,Bike,Cash,4.02,12.2,64.12,1.4,Medium,Clear,Completed,Unknown,0.0
B03240,C0400,D0056,2026-03-27 18:38:00,Jayanagar,Whitefield,Bengaluru,Bike,UPI,2.64,5.3,55.84,1.51,Low,Clear,Completed,Unknown,4.5
B03241,C0327,D0044,2026-03-30 13:41:00,Electronic City,HSR Layout,Bengaluru,Auto,UPI,3.65,7.7,92.85,1.01,Low,Clear,Incomplete,Unknown,5.2
B03242,C0206,D0049,2026-02-07 18:49:00,Dadar,Powai,Mumbai,Bike,Cash,4.2,12.2,65.2,1.74,High,Cloudy,Completed,Unknown,7.6
B03243,C0010,D0056,2026-01-21 10:28:00,HSR Layout,Electronic City,Bengaluru,Cab,UPI,1.45,2.8,110.3,1.06,Low,Cloudy,Incomplete,Unknown,4.7
B03244,C0308,D0032,2026-03-22 10:14:00,Baner,Kharadi,Pune,Bike,Cash,1.52,6.1,49.12,1.4,High,Clear,Completed,Unknown,5.2
B03245,C0099,D0040,2026-03-23 23:26:00,Chembur,Powai,Mumbai,Auto,Wallet,1.75,3.0,75.75,1.02,Low,Clear,Completed,Unknown,3.1
B03246,C0149,D0018,2026-01-06 06:50:00,Dadar,Powai,Mumbai,Cab,UPI,5.44,12.8,166.16,1.35,Low,Rain,Incomplete,Unknown,0.3
B03247,C0238,D0033,2026-03-08 01:35:00,Kothrud,Baner,Pune,Auto,Cash,9.03,32.1,141.27,1.44,High,Clear,Completed,Unknown,3.9
B03248,C0235,D0084,2026-03-13 19:20:00,Noida Sector 18,Karol Bagh,Delhi,Bike,Cash,9.69,37.2,98.14,1.83,High,Cloudy,Completed,Unknown,3.9
B03249,C0021,D0103,2026-03-27 04:11:00,Secunderabad,Madhapur,Hyderabad,Cab,UPI,5.01,15.2,160.14,1.41,High,Clear,Completed,Unknown,11.1
B03250,C0177,D0076,2026-02-21 03:45:00,Kharadi,Viman Nagar,Pune,Cab,UPI,5.48,11.4,166.72,1.02,Low,Clear,Completed,Unknown,1.6
B03251,C0192,D0125,2026-03-16 13:33:00,Chembur,Powai,Mumbai,Cab,Cash,26.46,78.6,460.44,1.01,Medium,Cloudy,Cancelled,Customer,0.0
B03252,C0251,D0131,2026-02-20 08:12:00,Wakad,Kharadi,Pune,Cab,UPI,1.91,5.3,116.74,1.77,High,Clear,Completed,Unknown,3.8
B03253,C0004,D0031,2026-03-29 02:28:00,Noida Sector 18,Janakpuri,Delhi,Auto,Card,16.15,32.5,205.35,1.14,Low,Clear,Cancelled,Driver,4.7
B03254,C0332,D0040,2026-03-12 20:18:00,Ameerpet,Kukatpally,Hyderabad,Auto,UPI,13.21,31.3,178.89,1.02,Low,Cloudy,Cancelled,Customer,2.4
B03255,C0387,D0116,2026-02-27 03:58:00,Dadar,Malad,Mumbai,Bike,UPI,1.3,3.1,47.8,1.11,Low,Clear,Completed,Unknown,0.0
B03256,C0307,D0095,2026-02-14 17:49:00,Whitefield,HSR Layout,Bengaluru,Auto,Card,28.06,77.4,312.54,1.42,Medium,Cloudy,Cancelled,Customer,1.7
B03257,C0144,D0112,2026-01-13 06:16:00,Banjara Hills,Secunderabad,Hyderabad,Bike,UPI,3.05,7.2,58.3,1.15,Low,Cloudy,Completed,Unknown,8.5
B03258,C0171,D0040,2026-01-16 20:51:00,Indiranagar,Koramangala,Bengaluru,Bike,UPI,1.31,3.0,47.86,1.3,Medium,Rain,Completed,Unknown,0.0
B03259,C0055,D0108,2026-02-17 23:37:00,Gachibowli,Secunderabad,Hyderabad,Bike,Cash,1.24,2.7,47.44,1.02,Low,Clear,Incomplete,Unknown,7.4
B03260,C0184,D0039,2026-02-26 11:01:00,Colaba,Andheri,Mumbai,Bike,UPI,11.34,34.0,108.04,1.14,Medium,Clear,Cancelled,Driver,6.9
B03261,C0240,D0093,2026-03-16 00:53:00,Gachibowli,Madhapur,Hyderabad,Cab,Card,2.65,5.7,127.1,1.12,Medium,Clear,Incomplete,Unknown,0.2
B03262,C0045,D0023,2026-03-02 23:25:00,Marathahalli,HSR Layout,Bengaluru,Cab,Card,1.35,2.5,108.9,1.01,Low,Cloudy,Completed,Unknown,8.8
B03263,C0043,D0082,2026-03-01 17:59:00,Jayanagar,MG Road,Bengaluru,Cab,UPI,6.55,17.9,181.7,1.8,High,Cloudy,Cancelled,Customer,12.3
B03264,C0147,D0063,2026-01-16 08:11:00,Whitefield,Jayanagar,Bengaluru,Auto,UPI,10.06,26.5,150.54,1.54,Medium,Clear,Completed,Unknown,5.3
B03265,C0331,D0125,2026-01-29 14:50:00,Bandra,Borivali,Mumbai,Bike,UPI,11.44,23.1,108.64,1.1,Low,Clear,Completed,Unknown,0.6
B03266,C0050,D0071,2026-01-17 03:01:00,Electronic City,Koramangala,Bengaluru,Cab,Cash,29.5,66.4,503.0,1.0,Low,Cloudy,Cancelled,Customer,0.0
B03267,C0232,D0003,2026-01-07 21:52:00,Wakad,Kharadi,Pune,Bike,UPI,1.53,2.6,49.18,1.23,Low,Rain,Completed,Unknown,2.5
B03268,C0072,D0108,2026-02-06 22:50:00,Noida Sector 18,Connaught Place,Delhi,Cab,Card,4.03,11.7,146.42,1.11,Medium,Clear,Completed,Unknown,4.9
B03269,C0033,D0093,2026-01-12 04:37:00,Jayanagar,HSR Layout,Bengaluru,Cab,Card,16.93,51.0,327.02,1.33,High,Clear,Completed,Unknown,2.9
B03270,C0068,D0129,2026-02-09 20:43:00,Bandra,Andheri,Mumbai,Bike,Card,4.76,11.1,68.56,1.11,Medium,Cloudy,Completed,Unknown,0.0
B03271,C0036,D0093,2026-02-10 01:22:00,HSR Layout,Whitefield,Bengaluru,Auto,UPI,9.42,19.3,144.78,1.0,Low,Cloudy,Completed,Unknown,6.5
B03272,C0255,D0014,2026-01-05 22:41:00,Wakad,Hinjewadi,Pune,Bike,Card,2.47,4.4,54.82,1.06,Low,Clear,Completed,Unknown,4.6
B03273,C0220,D0119,2026-01-09 09:26:00,Electronic City,MG Road,Bengaluru,Cab,UPI,14.3,49.5,290.2,1.83,High,Clear,Completed,Unknown,15.6
B03274,C0075,D0025,2026-01-28 04:33:00,MG Road,Jayanagar,Bengaluru,Bike,UPI,1.07,3.3,46.42,1.09,Medium,Cloudy,Completed,Unknown,0.0
B03275,C0102,D0126,2026-02-28 02:04:00,Indiranagar,HSR Layout,Bengaluru,Auto,UPI,4.74,13.2,102.66,1.24,Medium,Rain,Incomplete,Unknown,10.2
B03276,C0230,D0009,2026-02-08 08:29:00,Kukatpally,Secunderabad,Hyderabad,Cab,UPI,8.22,17.2,205.08,1.44,Medium,Clear,Completed,Unknown,0.0
B03277,C0331,D0044,2026-01-28 23:41:00,Karol Bagh,Rohini,Delhi,Bike,UPI,12.18,25.9,113.08,1.34,Medium,Rain,Completed,Unknown,4.6
B03278,C0246,D0030,2026-01-10 00:57:00,Electronic City,Indiranagar,Bengaluru,Cab,Card,5.89,13.6,172.46,1.02,Low,Cloudy,Completed,Unknown,3.5
B03279,C0121,D0114,2026-03-15 04:04:00,HSR Layout,Koramangala,Bengaluru,Cab,Cash,4.03,14.0,146.42,1.44,High,Cloudy,Completed,Unknown,9.1
B03280,C0232,D0004,2026-03-25 13:23:00,Banjara Hills,Gachibowli,Hyderabad,Auto,UPI,1.46,3.9,73.14,1.11,Medium,Clear,Completed,Unknown,12.2
B03281,C0233,D0022,2026-03-14 22:25:00,Madhapur,Ameerpet,Hyderabad,Cab,UPI,12.68,24.3,267.52,1.31,Low,Rain,Cancelled,Customer,5.0
B03282,C0393,D0092,2026-01-07 01:12:00,Baner,Kothrud,Pune,Auto,Cash,27.6,58.5,308.4,1.1,Low,Cloudy,Completed,Unknown,0.0
B03283,C0369,D0006,2026-01-12 05:34:00,HSR Layout,Koramangala,Bengaluru,Cab,Cash,7.3,16.4,192.2,1.06,Low,Clear,Completed,Unknown,12.0
B03284,C0193,D0031,2026-02-21 08:26:00,Gachibowli,Ameerpet,Hyderabad,Cab,Cash,25.19,87.3,442.66,1.81,High,Clear,Cancelled,Customer,13.4
B03285,C0273,D0114,2026-02-01 20:23:00,Janakpuri,Pitampura,Delhi,Bike,Card,10.78,17.3,104.68,1.05,Low,Cloudy,Completed,Unknown,5.5
B03286,C0389,D0013,2026-02-14 05:32:00,Electronic City,Indiranagar,Bengaluru,Auto,Card,3.37,9.3,90.33,1.24,Medium,Rain,Completed,Unknown,8.9
B03287,C0102,D0095,2026-01-02 05:23:00,Hinjewadi,Viman Nagar,Pune,Bike,UPI,6.77,14.7,80.62,1.31,Medium,Rain,Completed,Unknown,5.3
B03288,C0136,D0027,2026-01-16 22:58:00,Connaught Place,Janakpuri,Delhi,Bike,Card,9.78,19.1,98.68,1.03,Low,Clear,Completed,Unknown,1.9
B03289,C0161,D0058,2026-02-15 05:04:00,Saket,Karol Bagh,Delhi,Bike,Card,16.56,31.5,139.36,1.07,Low,Clear,Completed,Unknown,10.8
B03290,C0387,D0005,2026-02-08 12:46:00,Ameerpet,Secunderabad,Hyderabad,Auto,UPI,13.08,34.1,177.72,1.0,Medium,Cloudy,Cancelled,Customer,8.1
B03291,C0213,D0031,2026-02-03 18:38:00,Kharadi,Viman Nagar,Pune,Auto,Cash,1.24,3.5,71.16,1.54,Medium,Cloudy,Completed,Unknown,0.0
B03292,C0259,D0121,2026-01-23 04:45:00,Connaught Place,Janakpuri,Delhi,Bike,UPI,1.57,3.1,49.42,1.08,Low,Cloudy,Completed,Unknown,2.2
B03293,C0345,D0013,2026-03-06 10:20:00,Malad,Bandra,Mumbai,Cab,Cash,1.0,3.2,104.0,1.41,High,Clear,Completed,Unknown,8.3
B03294,C0258,D0115,2026-01-29 18:01:00,Pitampura,Hauz Khas,Delhi,Bike,UPI,4.64,7.8,67.84,1.49,Low,Clear,Completed,Unknown,2.9
B03295,C0356,D0042,2026-02-12 01:26:00,Whitefield,Electronic City,Bengaluru,Cab,Wallet,2.57,5.8,125.98,1.13,Low,Cloudy,Completed,Unknown,2.6
B03296,C0066,D0107,2026-02-05 15:55:00,Rohini,Saket,Delhi,Auto,Card,1.77,3.7,75.93,1.1,Low,Clear,Incomplete,Unknown,11.7
B03297,C0077,D0029,2026-02-07 21:28:00,Kothrud,Kharadi,Pune,Auto,UPI,9.18,26.3,142.62,1.14,Medium,Smog,Completed,Unknown,1.6
B03298,C0376,D0141,2026-01-16 22:55:00,Viman Nagar,Kothrud,Pune,Cab,UPI,1.33,2.5,108.62,1.09,Low,Smog,Cancelled,Customer,4.1
B03299,C0372,D0131,2026-01-08 01:28:00,Baner,Wakad,Pune,Bike,UPI,2.37,4.9,54.22,1.14,Low,Clear,Completed,Unknown,0.7
B03300,C0316,D0039,2026-03-29 08:27:00,MG Road,Koramangala,Bengaluru,Cab,Card,9.47,27.5,222.58,1.85,High,Cloudy,Completed,Unknown,12.4
B03301,C0045,D0003,2026-03-15 01:42:00,Bandra,Borivali,Mumbai,Auto,Cash,3.74,12.8,93.66,1.41,High,Clear,Completed,Unknown,8.0
B03302,C0315,D0013,2026-01-20 00:14:00,Viman Nagar,Wakad,Pune,Bike,Wallet,2.85,4.6,57.1,1.05,Low,Smog,Completed,Unknown,7.0
B03303,C0010,D0029,2026-01-27 14:31:00,Wakad,Kothrud,Pune,Cab,Card,12.34,34.1,262.76,1.01,Medium,Clear,Completed,Unknown,10.5
B03304,C0324,D0140,2026-01-24 10:08:00,Electronic City,Whitefield,Bengaluru,Auto,UPI,1.56,3.6,74.04,1.04,Low,Cloudy,Completed,Unknown,4.3
B03305,C0381,D0116,2026-01-26 04:34:00,Whitefield,Jayanagar,Bengaluru,Auto,Card,1.62,3.2,74.58,1.04,Low,Cloudy,Completed,Unknown,1.0
B03306,C0291,D0095,2026-03-21 07:00:00,Chembur,Malad,Mumbai,Auto,Cash,3.17,10.7,88.53,1.81,High,Clear,Completed,Unknown,2.3
B03307,C0022,D0086,2026-03-09 14:25:00,Rohini,Pitampura,Delhi,Bike,UPI,7.01,13.9,82.06,1.1,Low,Clear,Completed,Unknown,0.0
B03308,C0200,D0039,2026-02-18 11:57:00,Marathahalli,Jayanagar,Bengaluru,Auto,UPI,2.23,5.9,80.07,1.13,Medium,Cloudy,Completed,Unknown,7.0
B03309,C0129,D0039,2026-02-18 17:23:00,MG Road,Electronic City,Bengaluru,Cab,Cash,3.28,9.3,135.92,1.42,Medium,Clear,Completed,Unknown,7.2
B03310,C0216,D0077,2026-01-12 22:34:00,Chembur,Borivali,Mumbai,Cab,Card,4.05,11.9,146.7,1.42,High,Clear,Completed,Unknown,10.6
B03311,C0137,D0013,2026-02-21 08:59:00,Electronic City,Jayanagar,Bengaluru,Cab,UPI,1.05,3.2,104.7,1.7,High,Clear,Cancelled,Customer,8.4
B03312,C0099,D0111,2026-03-24 10:51:00,Connaught Place,Rohini,Delhi,Auto,UPI,4.02,6.8,96.18,1.1,Low,Cloudy,Incomplete,Unknown,6.9
B03313,C0360,D0142,2026-01-28 14:06:00,Borivali,Bandra,Mumbai,Auto,UPI,1.26,2.8,71.34,1.12,Medium,Cloudy,Cancelled,Driver,1.3
B03314,C0391,D0039,2026-01-20 11:20:00,Electronic City,Marathahalli,Bengaluru,Cab,Wallet,3.59,8.4,140.26,1.34,Medium,Rain,Completed,Unknown,6.0
B03315,C0002,D0023,2026-03-10 16:06:00,Malad,Andheri,Mumbai,Auto,UPI,1.22,3.2,70.98,1.11,Medium,Cloudy,Cancelled,Customer,7.1
B03316,C0050,D0027,2026-02-26 12:32:00,Banjara Hills,Gachibowli,Hyderabad,Cab,UPI,7.25,16.0,191.5,1.09,Low,Clear,Completed,Unknown,4.4
B03317,C0345,D0023,2026-01-25 22:24:00,Noida Sector 18,Pitampura,Delhi,Auto,UPI,2.7,4.6,84.3,1.27,Low,Rain,Cancelled,Customer,6.3
B03318,C0279,D0031,2026-01-05 15:34:00,Koramangala,Jayanagar,Bengaluru,Cab,Cash,4.76,13.6,156.64,1.53,High,Rain,Cancelled,Driver,4.9
B03319,C0007,D0068,2026-01-06 23:43:00,Noida Sector 18,Saket,Delhi,Auto,UPI,1.7,2.8,75.3,1.1,Low,Clear,Completed,Unknown,0.0
B03320,C0169,D0137,2026-01-14 01:17:00,Indiranagar,Whitefield,Bengaluru,Auto,Cash,2.93,6.2,86.37,1.0,Low,Clear,Completed,Unknown,1.8
B03321,C0311,D0027,2026-03-19 14:47:00,Kharadi,Baner,Pune,Cab,UPI,3.64,9.3,140.96,1.01,Medium,Clear,Completed,Unknown,4.9
B03322,C0131,D0146,2026-02-06 05:32:00,Dadar,Borivali,Mumbai,Bike,UPI,7.44,19.4,84.64,1.05,Medium,Clear,Completed,Unknown,0.0
B03323,C0076,D0062,2026-01-21 01:17:00,Banjara Hills,Madhapur,Hyderabad,Cab,Card,1.04,2.2,104.56,1.04,Low,Smog,Completed,Unknown,8.0
B03324,C0159,D0080,2026-01-18 23:35:00,Saket,Connaught Place,Delhi,Cab,Cash,12.68,20.7,267.52,1.0,Low,Clear,Completed,Unknown,5.3
B03325,C0369,D0087,2026-01-21 19:48:00,Koramangala,Jayanagar,Bengaluru,Auto,UPI,1.19,2.8,70.71,1.52,Medium,Cloudy,Completed,Unknown,9.3
B03326,C0076,D0124,2026-01-26 07:26:00,Electronic City,Indiranagar,Bengaluru,Bike,UPI,2.81,8.4,56.86,1.52,Medium,Cloudy,Completed,Unknown,0.0
B03327,C0009,D0089,2026-02-11 20:05:00,Secunderabad,Madhapur,Hyderabad,Bike,UPI,12.0,30.9,112.0,1.12,Medium,Cloudy,Completed,Unknown,7.0
B03328,C0274,D0094,2026-01-19 03:32:00,Colaba,Malad,Mumbai,Auto,Wallet,1.21,2.1,70.89,1.06,Low,Clear,Completed,Unknown,6.9
B03329,C0259,D0051,2026-02-25 16:08:00,Gachibowli,Madhapur,Hyderabad,Cab,Cash,1.57,4.1,111.98,1.03,Medium,Clear,Completed,Unknown,5.1
B03330,C0033,D0087,2026-03-16 06:54:00,Baner,Viman Nagar,Pune,Bike,Wallet,6.11,13.3,76.66,1.09,Low,Clear,Completed,Unknown,8.9
B03331,C0215,D0090,2026-02-22 09:27:00,Jayanagar,Indiranagar,Bengaluru,Bike,Card,5.7,9.7,74.2,1.41,Low,Cloudy,Completed,Unknown,1.9
B03332,C0093,D0021,2026-03-12 01:24:00,Karol Bagh,Saket,Delhi,Cab,UPI,2.78,8.2,128.92,1.57,High,Rain,Cancelled,Customer,1.3
B03333,C0131,D0136,2026-03-23 12:46:00,Marathahalli,Indiranagar,Bengaluru,Cab,UPI,4.48,13.3,152.72,1.31,High,Clear,Completed,Unknown,8.1
B03334,C0293,D0095,2026-01-27 07:44:00,Dwarka,Noida Sector 18,Delhi,Auto,Cash,1.75,7.0,75.75,1.74,High,Cloudy,Cancelled,Customer,0.6
B03335,C0284,D0055,2026-03-02 05:34:00,MG Road,Electronic City,Bengaluru,Bike,UPI,6.12,18.9,76.72,1.27,Medium,Rain,Completed,Unknown,6.5
B03336,C0003,D0045,2026-01-29 23:53:00,Banjara Hills,Ameerpet,Hyderabad,Bike,UPI,10.11,32.9,100.66,1.42,High,Clear,Cancelled,Customer,1.0
B03337,C0100,D0069,2026-01-27 03:01:00,Viman Nagar,Kharadi,Pune,Cab,UPI,2.04,4.9,118.56,1.13,Low,Clear,Completed,Unknown,5.7
B03338,C0273,D0006,2026-03-15 03:30:00,Hinjewadi,Wakad,Pune,Auto,UPI,5.53,16.2,109.77,1.13,Medium,Clear,Completed,Unknown,6.6
B03339,C0005,D0059,2026-03-31 01:42:00,Kukatpally,Ameerpet,Hyderabad,Bike,Card,19.13,57.1,154.78,1.01,Medium,Clear,Cancelled,Driver,0.0
B03340,C0382,D0146,2026-01-27 00:20:00,Banjara Hills,Ameerpet,Hyderabad,Bike,Wallet,29.09,63.2,214.54,1.09,Low,Clear,Completed,Unknown,0.0
B03341,C0148,D0015,2026-01-03 14:40:00,Kharadi,Wakad,Pune,Cab,Wallet,2.31,7.8,122.34,1.42,High,Clear,Completed,Unknown,6.3
B03342,C0161,D0140,2026-03-02 20:01:00,Hauz Khas,Rohini,Delhi,Cab,UPI,14.05,27.1,286.7,1.32,Low,Rain,Completed,Unknown,2.3
B03343,C0056,D0074,2026-01-07 17:24:00,Baner,Viman Nagar,Pune,Cab,UPI,4.88,18.3,158.32,1.84,High,Cloudy,Cancelled,Driver,6.1
B03344,C0148,D0022,2026-01-11 22:21:00,Kharadi,Baner,Pune,Auto,UPI,8.52,19.3,136.68,1.1,Medium,Cloudy,Completed,Unknown,0.0
B03345,C0255,D0024,2026-03-16 23:20:00,Indiranagar,Electronic City,Bengaluru,Cab,Cash,2.73,5.8,128.22,1.09,Low,Clear,Incomplete,Unknown,0.0
B03346,C0279,D0141,2026-03-03 01:25:00,Colaba,Powai,Mumbai,Cab,UPI,7.31,14.6,192.34,1.27,Low,Rain,Cancelled,Customer,0.0
B03347,C0328,D0039,2026-01-08 23:51:00,Ameerpet,Secunderabad,Hyderabad,Cab,Card,3.65,11.7,141.1,1.33,High,Clear,Completed,Unknown,10.7
B03348,C0375,D0063,2026-03-03 03:09:00,HSR Layout,Koramangala,Bengaluru,Cab,UPI,5.16,10.7,162.24,1.12,Low,Clear,Completed,Unknown,0.4
B03349,C0234,D0104,2026-01-13 09:31:00,Lajpat Nagar,Karol Bagh,Delhi,Auto,UPI,7.51,27.2,127.59,1.76,High,Cloudy,Completed,Unknown,6.1
B03350,C0157,D0045,2026-01-04 02:42:00,Koramangala,Indiranagar,Bengaluru,Bike,Card,5.56,11.5,73.36,1.22,Low,Rain,Completed,Unknown,1.0
B03351,C0371,D0102,2026-01-02 06:25:00,Dadar,Andheri,Mumbai,Auto,UPI,3.38,7.6,90.42,1.1,Low,Clear,Cancelled,Customer,9.7
B03352,C0311,D0077,2026-02-06 16:44:00,Kukatpally,Madhapur,Hyderabad,Auto,UPI,2.79,10.6,85.11,1.33,High,Smog,Cancelled,Customer,5.5
B03353,C0127,D0077,2026-03-26 18:43:00,Indiranagar,Marathahalli,Bengaluru,Bike,Wallet,2.61,7.7,55.66,2.04,High,Rain,Incomplete,Unknown,5.4
B03354,C0377,D0066,2026-03-24 03:21:00,Connaught Place,Noida Sector 18,Delhi,Auto,Wallet,2.18,4.6,79.62,1.13,Low,Clear,Completed,Unknown,4.3
B03355,C0179,D0105,2026-01-21 04:04:00,Dadar,Andheri,Mumbai,Auto,UPI,20.97,51.8,248.73,1.26,Medium,Rain,Cancelled,Customer,0.0
B03356,C0249,D0045,2026-03-26 09:49:00,Gachibowli,Ameerpet,Hyderabad,Bike,UPI,2.27,4.8,53.62,1.44,Medium,Clear,Completed,Unknown,1.8
B03357,C0142,D0066,2026-01-20 23:20:00,Banjara Hills,Madhapur,Hyderabad,Bike,UPI,4.2,9.1,65.2,1.06,Low,Clear,Completed,Unknown,5.1
B03358,C0395,D0026,2026-01-02 07:16:00,Electronic City,Jayanagar,Bengaluru,Auto,Wallet,7.16,12.0,124.44,1.73,Low,Rain,Cancelled,Customer,7.0
B03359,C0180,D0031,2026-01-20 18:41:00,Janakpuri,Lajpat Nagar,Delhi,Cab,UPI,5.32,15.2,164.48,1.45,Medium,Cloudy,Cancelled,Customer,1.4
B03360,C0180,D0041,2026-01-12 22:52:00,Bandra,Malad,Mumbai,Auto,Wallet,1.75,4.7,75.75,1.12,Medium,Clear,Completed,Unknown,2.0
B03361,C0033,D0064,2026-01-26 18:45:00,Kothrud,Kharadi,Pune,Cab,UPI,2.59,5.3,126.26,1.45,Low,Clear,Completed,Unknown,0.5
B03362,C0119,D0142,2026-02-22 14:21:00,Viman Nagar,Hinjewadi,Pune,Bike,Cash,2.72,5.7,56.32,1.1,Low,Clear,Completed,Unknown,0.9
B03363,C0184,D0095,2026-01-21 14:40:00,Banjara Hills,Kukatpally,Hyderabad,Auto,UPI,3.13,8.5,88.17,1.06,Medium,Clear,Completed,Unknown,0.5
B03364,C0173,D0020,2026-02-21 04:23:00,Kukatpally,Madhapur,Hyderabad,Bike,Cash,1.55,3.8,49.3,1.07,Medium,Clear,Completed,Unknown,0.0
B03365,C0079,D0137,2026-03-30 10:20:00,Kothrud,Hinjewadi,Pune,Bike,Card,5.11,8.4,70.66,1.14,Low,Clear,Completed,Unknown,3.0
B03366,C0361,D0002,2026-02-07 12:16:00,Viman Nagar,Hinjewadi,Pune,Bike,Cash,9.29,17.8,95.74,1.15,Low,Cloudy,Completed,Unknown,5.9
B03367,C0263,D0074,2026-01-19 17:14:00,Marathahalli,Jayanagar,Bengaluru,Cab,UPI,9.83,20.5,227.62,1.5,Low,Clear,Completed,Unknown,0.1
B03368,C0377,D0123,2026-01-23 21:46:00,Indiranagar,Jayanagar,Bengaluru,Auto,Card,1.18,3.3,70.62,1.36,High,Clear,Completed,Unknown,6.0
B03369,C0008,D0140,2026-02-14 10:04:00,Electronic City,Jayanagar,Bengaluru,Auto,UPI,1.91,3.8,77.19,1.01,Low,Smog,Completed,Unknown,8.2
B03370,C0129,D0133,2026-02-20 11:46:00,Electronic City,Koramangala,Bengaluru,Auto,Cash,5.28,11.3,107.52,1.07,Medium,Cloudy,Completed,Unknown,2.0
B03371,C0159,D0049,2026-02-19 02:22:00,Kharadi,Wakad,Pune,Cab,UPI,7.28,20.8,191.92,1.11,Medium,Clear,Completed,Unknown,5.5
B03372,C0084,D0034,2026-03-05 08:33:00,Noida Sector 18,Janakpuri,Delhi,Cab,Card,5.14,20.0,161.96,1.72,High,Clear,Completed,Unknown,6.3
B03373,C0283,D0129,2026-01-22 20:35:00,Hinjewadi,Baner,Pune,Bike,UPI,6.21,12.8,77.26,1.1,Low,Clear,Completed,Unknown,2.4
B03374,C0366,D0002,2026-03-05 20:45:00,Rohini,Noida Sector 18,Delhi,Auto,UPI,8.39,25.3,135.51,1.45,High,Clear,Completed,Unknown,4.9
B03375,C0384,D0038,2026-01-24 05:39:00,Andheri,Colaba,Mumbai,Bike,UPI,8.95,19.9,93.7,1.14,Medium,Cloudy,Completed,Unknown,2.0
B03376,C0079,D0062,2026-02-17 18:51:00,Electronic City,MG Road,Bengaluru,Auto,UPI,7.85,28.5,130.65,1.77,High,Clear,Completed,Unknown,6.6
B03377,C0230,D0041,2026-01-29 22:07:00,Borivali,Malad,Mumbai,Bike,Card,10.6,29.9,103.6,1.05,Medium,Clear,Completed,Unknown,1.6
B03378,C0193,D0063,2026-01-03 04:07:00,Gachibowli,Banjara Hills,Hyderabad,Auto,UPI,6.02,13.8,114.18,1.08,Low,Clear,Completed,Unknown,0.0
B03379,C0008,D0045,2026-01-09 00:13:00,Dwarka,Saket,Delhi,Bike,Cash,9.18,17.3,95.08,1.23,Low,Rain,Incomplete,Unknown,2.6
B03380,C0400,D0096,2026-02-14 06:08:00,Baner,Viman Nagar,Pune,Auto,Card,7.07,12.0,123.63,1.02,Low,Cloudy,Completed,Unknown,2.1
B03381,C0034,D0062,2026-03-03 04:56:00,Ameerpet,Secunderabad,Hyderabad,Bike,Card,2.79,5.5,56.74,1.03,Low,Clear,Completed,Unknown,5.0
B03382,C0050,D0102,2026-02-09 03:50:00,Hinjewadi,Kharadi,Pune,Auto,Cash,5.38,15.6,108.42,1.31,High,Clear,Cancelled,Driver,3.8
B03383,C0045,D0140,2026-01-03 18:33:00,Baner,Kothrud,Pune,Cab,Card,1.44,5.1,110.16,1.82,High,Clear,Completed,Unknown,8.0
B03384,C0149,D0004,2026-01-08 18:55:00,Saket,Karol Bagh,Delhi,Auto,Card,3.37,6.1,90.33,1.43,Low,Clear,Completed,Unknown,7.9
B03385,C0173,D0129,2026-02-20 18:25:00,Dadar,Andheri,Mumbai,Bike,Wallet,10.67,30.6,104.02,1.45,Medium,Clear,Cancelled,Customer,4.4
B03386,C0113,D0107,2026-03-23 04:22:00,Bandra,Dadar,Mumbai,Cab,UPI,8.27,14.8,205.78,1.0,Low,Cloudy,Cancelled,Customer,8.0
B03387,C0393,D0099,2026-03-31 03:15:00,Koramangala,Marathahalli,Bengaluru,Bike,Card,5.93,18.0,75.58,1.11,Medium,Clear,Cancelled,Customer,7.5
B03388,C0246,D0052,2026-01-19 14:41:00,Noida Sector 18,Rohini,Delhi,Bike,UPI,5.84,11.7,75.04,1.15,Low,Clear,Completed,Unknown,7.4
B03389,C0075,D0020,2026-02-05 12:49:00,Colaba,Borivali,Mumbai,Cab,UPI,1.18,2.6,106.52,1.15,Low,Clear,Completed,Unknown,0.0
B03390,C0338,D0149,2026-01-22 23:33:00,Saket,Hauz Khas,Delhi,Auto,UPI,3.35,7.7,90.15,1.07,Low,Clear,Completed,Unknown,0.0
B03391,C0233,D0051,2026-01-15 05:47:00,Saket,Noida Sector 18,Delhi,Cab,Card,35.36,89.0,585.04,1.05,Medium,Cloudy,Completed,Unknown,5.1
B03392,C0111,D0077,2026-01-08 13:50:00,Borivali,Chembur,Mumbai,Auto,UPI,10.52,24.2,154.68,1.07,Low,Clear,Completed,Unknown,1.3
